match_id,team,opponent_team,match_date,venue,Season,runs_scored,wickets_lost ,overs_faced,runs_conceded,wickets_taken,match_result,man_of_the_match
598022,Kolkata Knight Riders,Chennai Super Kings,20-04-2013,Kolkata,2013,171,10,14,173,0,Chennai Super Kings,RA Jadeja
598021,Sunrisers Hyderabad,Kings XI Punjab,19-04-2013,Hyderabad,2013,85,6,12,80,0,Sunrisers Hyderabad,GH Vihari
598020,Delhi Daredevils,Chennai Super Kings,18-04-2013,Delhi,2013,122,3,19,126,9,Chennai Super Kings,MEK Hussey
598019,Rajasthan Royals,Mumbai Indians,17-04-2013,Jaipur,2013,161,8,14,144,9,Rajasthan Royals,AM Rahane
598018,Pune Warriors,Sunrisers Hyderabad,17-04-2013,Pune,2013,205,6,16,210,1,Sunrisers Hyderabad,A Mishra
598016,Kings XI Punjab,Kolkata Knight Riders,16-04-2013,Chandigarh,2013,181,9,15,115,9,Kings XI Punjab,MS Gony
598017,Royal Challengers Bangalore,Delhi Daredevils,16-04-2013,Bangalore,2013,121,9,16,107,10,Royal Challengers Bangalore,V Kohli
598015,Chennai Super Kings,Pune Warriors,15-04-2013,Chennai,2013,88,6,16,89,4,Pune Warriors,SPD Smith
598014,Rajasthan Royals,Kings XI Punjab,14-04-2013,Jaipur,2013,154,3,16,111,6,Rajasthan Royals,JP Faulkner
598013,Kolkata Knight Riders,Sunrisers Hyderabad,14-04-2013,Kolkata,2013,91,8,8,86,8,Kolkata Knight Riders,G Gambhir
598012,Chennai Super Kings,Royal Challengers Bangalore,13-04-2013,Chennai,2013,202,10,13,103,0,Chennai Super Kings,RA Jadeja
598011,Mumbai Indians,Pune Warriors,13-04-2013,Mumbai,2013,179,4,11,105,2,Mumbai Indians,RG Sharma
598010,Delhi Daredevils,Sunrisers Hyderabad,12-04-2013,Delhi,2013,199,5,9,200,5,Sunrisers Hyderabad,A Mishra
598009,Pune Warriors,Rajasthan Royals,11-04-2013,Pune,2013,154,9,14,90,10,Pune Warriors,AJ Finch
598008,Royal Challengers Bangalore,Kolkata Knight Riders,11-04-2013,Bangalore,2013,136,2,12,71,1,Royal Challengers Bangalore,CH Gayle
598007,Kings XI Punjab,Chennai Super Kings,10-04-2013,Chandigarh,2013,138,9,17,142,0,Chennai Super Kings,MEK Hussey
598048,Royal Challengers Bangalore,Sunrisers Hyderabad,09-04-2013,Bangalore,2013,117,3,16,69,5,Royal Challengers Bangalore,V Kohli
598006,Mumbai Indians,Delhi Daredevils,09-04-2013,Mumbai,2013,188,0,7,75,10,Mumbai Indians,KD Karthik
598005,Rajasthan Royals,Kolkata Knight Riders,08-04-2013,Jaipur,2013,79,9,12,74,5,Rajasthan Royals,SK Trivedi
598004,Sunrisers Hyderabad,Royal Challengers Bangalore,07-04-2013,Hyderabad,2013,79,4,17,75,0,Sunrisers Hyderabad,GH Vihari
598003,Pune Warriors,Kings XI Punjab,07-04-2013,Pune,2013,85,4,14,90,0,Kings XI Punjab,M Vohra
598002,Chennai Super Kings,Mumbai Indians,06-04-2013,Chennai,2013,203,8,17,205,8,Mumbai Indians,KA Pollard
598001,Delhi Daredevils,Rajasthan Royals,06-04-2013,Delhi,2013,105,0,16,110,1,Rajasthan Royals,R Dravid
598000,Sunrisers Hyderabad,Pune Warriors,05-04-2013,Hyderabad,2013,166,1,13,75,8,Sunrisers Hyderabad,A Mishra
597999,Royal Challengers Bangalore,Mumbai Indians,04-04-2013,Bangalore,2013,151,8,11,121,6,Royal Challengers Bangalore,CH Gayle
597998,Kolkata Knight Riders,Delhi Daredevils,03-04-2013,Kolkata,2013,212,0,17,121,1,Kolkata Knight Riders,SP Narine
548381,Kolkata Knight Riders,Chennai Super Kings,27-05-2012,Chennai,2012,93,8,16,89,5,Kolkata Knight Riders,MS Bisla
548380,Delhi Daredevils,Chennai Super Kings,25-05-2012,Chennai,2012,217,1,12,220,9,Chennai Super Kings,M Vijay
548379,Chennai Super Kings,Mumbai Indians,23-05-2012,Bangalore,2012,72,8,13,69,7,Chennai Super Kings,MS Dhoni
548378,Delhi Daredevils,Kolkata Knight Riders,22-05-2012,Pune,2012,90,6,18,92,0,Kolkata Knight Riders,YK Pathan
548377,Rajasthan Royals,Mumbai Indians,20-05-2012,Jaipur,2012,204,7,10,207,0,Mumbai Indians,DR Smith
548376,Deccan Chargers,Royal Challengers Bangalore,20-05-2012,Hyderabad,2012,104,9,14,102,9,Deccan Chargers,DW Steyn
548375,Pune Warriors,Kolkata Knight Riders,19-05-2012,Pune,2012,80,2,19,82,10,Kolkata Knight Riders,Shakib Al Hasan
548374,Kings XI Punjab,Delhi Daredevils,19-05-2012,Dharamsala,2012,77,1,8,81,1,Delhi Daredevils,UT Yadav
548373,Deccan Chargers,Rajasthan Royals,18-05-2012,Hyderabad,2012,88,6,16,69,3,Deccan Chargers,DW Steyn
548371,Kings XI Punjab,Chennai Super Kings,17-05-2012,Dharamsala,2012,137,8,12,92,0,Kings XI Punjab,AC Gilchrist
548372,Delhi Daredevils,Royal Challengers Bangalore,17-05-2012,Delhi,2012,94,2,17,95,5,Royal Challengers Bangalore,CH Gayle
548370,Mumbai Indians,Kolkata Knight Riders,16-05-2012,Mumbai,2012,79,7,11,81,6,Kolkata Knight Riders,SP Narine
548369,Delhi Daredevils,Kings XI Punjab,15-05-2012,Delhi,2012,118,5,7,79,10,Delhi Daredevils,UT Yadav
548368,Kolkata Knight Riders,Chennai Super Kings,14-05-2012,Kolkata,2012,147,3,15,148,1,Chennai Super Kings,MEK Hussey
548367,Royal Challengers Bangalore,Mumbai Indians,14-05-2012,Bangalore,2012,96,9,20,101,3,Mumbai Indians,AT Rayudu
548366,Kings XI Punjab,Deccan Chargers,13-05-2012,Chandigarh,2012,116,7,15,80,2,Kings XI Punjab,DJ Hussey
548365,Rajasthan Royals,Pune Warriors,13-05-2012,Jaipur,2012,176,8,7,135,0,Rajasthan Royals,A Chandila
548364,Chennai Super Kings,Delhi Daredevils,12-05-2012,Chennai,2012,84,5,19,82,8,Chennai Super Kings,BW Hilfenhaus
548363,Kolkata Knight Riders,Mumbai Indians,12-05-2012,Kolkata,2012,108,7,20,111,3,Mumbai Indians,RG Sharma
548362,Pune Warriors,Royal Challengers Bangalore,11-05-2012,Pune,2012,137,6,19,138,0,Royal Challengers Bangalore,CH Gayle
548361,Rajasthan Royals,Chennai Super Kings,10-05-2012,Jaipur,2012,116,4,16,119,2,Chennai Super Kings,BW Hilfenhaus
548329,Deccan Chargers,Delhi Daredevils,10-05-2012,Hyderabad,2012,88,3,11,91,1,Delhi Daredevils,DA Warner
548360,Mumbai Indians,Royal Challengers Bangalore,09-05-2012,Mumbai,2012,152,5,7,157,3,Royal Challengers Bangalore,CH Gayle
548359,Deccan Chargers,Kings XI Punjab,08-05-2012,Hyderabad,2012,189,6,20,193,3,Kings XI Punjab,Mandeep Singh
548358,Pune Warriors,Rajasthan Royals,08-05-2012,Pune,2012,85,2,20,88,10,Rajasthan Royals,SR Watson
548357,Delhi Daredevils,Kolkata Knight Riders,07-05-2012,Delhi,2012,86,10,19,91,0,Kolkata Knight Riders,JH Kallis
548356,Royal Challengers Bangalore,Deccan Chargers,06-05-2012,Bangalore,2012,209,4,8,107,10,Royal Challengers Bangalore,AB de Villiers
548355,Mumbai Indians,Chennai Super Kings,06-05-2012,Mumbai,2012,142,1,20,115,9,Mumbai Indians,DR Smith
548354,Kings XI Punjab,Rajasthan Royals,05-05-2012,Chandigarh,2012,125,4,13,128,0,Rajasthan Royals,SR Watson
548353,Kolkata Knight Riders,Pune Warriors,05-05-2012,Kolkata,2012,153,5,13,87,6,Kolkata Knight Riders,SP Narine
548352,Chennai Super Kings,Deccan Chargers,04-05-2012,Chennai,2012,160,0,14,77,2,Chennai Super Kings,SK Raina
548351,Pune Warriors,Mumbai Indians,03-05-2012,Pune,2012,107,5,12,108,1,Mumbai Indians,SL Malinga
548350,Royal Challengers Bangalore,Kings XI Punjab,02-05-2012,Bangalore,2012,211,0,19,213,8,Kings XI Punjab,Azhar Mahmood
548349,Rajasthan Royals,Delhi Daredevils,01-05-2012,Jaipur,2012,144,7,15,146,10,Delhi Daredevils,P Negi
548348,Deccan Chargers,Pune Warriors,01-05-2012,Cuttack,2012,109,2,14,71,7,Deccan Chargers,KC Sangakkara
548347,Chennai Super Kings,Kolkata Knight Riders,30-04-2012,Chennai,2012,96,8,15,97,3,Kolkata Knight Riders,G Gambhir
548346,Mumbai Indians,Deccan Chargers,29-04-2012,Mumbai,2012,107,1,12,103,7,Mumbai Indians,DW Steyn
548345,Delhi Daredevils,Rajasthan Royals,29-04-2012,Delhi,2012,166,1,15,74,0,Delhi Daredevils,V Sehwag
548344,Kolkata Knight Riders,Royal Challengers Bangalore,28-04-2012,Kolkata,2012,129,4,13,71,8,Kolkata Knight Riders,G Gambhir
548343,Chennai Super Kings,Kings XI Punjab,28-04-2012,Chennai,2012,100,2,14,101,7,Kings XI Punjab,Mandeep Singh
548342,Delhi Daredevils,Mumbai Indians,27-04-2012,Delhi,2012,194,10,11,152,4,Delhi Daredevils,V Sehwag
548341,Pune Warriors,Deccan Chargers,26-04-2012,Pune,2012,181,7,7,182,10,Deccan Chargers,CL White
548339,Kings XI Punjab,Mumbai Indians,25-04-2012,Chandigarh,2012,71,1,12,72,5,Mumbai Indians,AT Rayudu
548337,Pune Warriors,Delhi Daredevils,24-04-2012,Pune,2012,124,6,12,129,4,Delhi Daredevils,V Sehwag
548336,Rajasthan Royals,Royal Challengers Bangalore,23-04-2012,Jaipur,2012,94,1,7,98,8,Royal Challengers Bangalore,AB de Villiers
548334,Mumbai Indians,Kings XI Punjab,22-04-2012,Mumbai,2012,72,1,17,76,8,Kings XI Punjab,SE Marsh
548335,Deccan Chargers,Kolkata Knight Riders,22-04-2012,Cuttack,2012,88,1,12,92,0,Kolkata Knight Riders,B Lee
548333,Delhi Daredevils,Pune Warriors,21-04-2012,Delhi,2012,75,9,13,78,3,Pune Warriors,SC Ganguly
548332,Chennai Super Kings,Rajasthan Royals,21-04-2012,Chennai,2012,141,8,17,102,9,Chennai Super Kings,F du Plessis
548331,Kings XI Punjab,Royal Challengers Bangalore,20-04-2012,Chandigarh,2012,87,2,20,92,5,Royal Challengers Bangalore,CH Gayle
548330,Chennai Super Kings,Pune Warriors,19-04-2012,Chennai,2012,83,0,19,74,1,Chennai Super Kings,KMDN Kulasekara
548321,Delhi Daredevils,Deccan Chargers,19-04-2012,Delhi,2012,216,9,19,129,3,Delhi Daredevils,KP Pietersen
548328,Kings XI Punjab,Kolkata Knight Riders,18-04-2012,Chandigarh,2012,127,3,16,132,8,Kolkata Knight Riders,G Gambhir
548327,Royal Challengers Bangalore,Pune Warriors,17-04-2012,Bangalore,2012,196,5,9,72,9,Royal Challengers Bangalore,CH Gayle
548326,Rajasthan Royals,Deccan Chargers,17-04-2012,Jaipur,2012,211,5,7,141,7,Rajasthan Royals,BJ Hodge
548325,Mumbai Indians,Delhi Daredevils,16-04-2012,Mumbai,2012,191,0,13,195,5,Delhi Daredevils,S Nadeem
548324,Royal Challengers Bangalore,Rajasthan Royals,15-04-2012,Bangalore,2012,117,0,7,119,3,Rajasthan Royals,AM Rahane
548323,Kolkata Knight Riders,Kings XI Punjab,15-04-2012,Kolkata,2012,79,2,12,84,3,Kings XI Punjab,SP Narine
548322,Pune Warriors,Chennai Super Kings,14-04-2012,Pune,2012,196,1,9,104,8,Pune Warriors,JD Ryder
548320,Kolkata Knight Riders,Rajasthan Royals,13-04-2012,Kolkata,2012,190,10,9,110,8,Kolkata Knight Riders,Shakib Al Hasan
548319,Kings XI Punjab,Pune Warriors,12-04-2012,Chandigarh,2012,175,0,10,149,7,Kings XI Punjab,AD Mascarenhas
548318,Chennai Super Kings,Royal Challengers Bangalore,12-04-2012,Chennai,2012,153,8,11,81,7,Chennai Super Kings,F du Plessis
548317,Mumbai Indians,Rajasthan Royals,11-04-2012,Mumbai,2012,171,10,15,96,1,Mumbai Indians,KA Pollard
548316,Delhi Daredevils,Chennai Super Kings,10-04-2012,Delhi,2012,94,4,11,89,8,Delhi Daredevils,M Morkel
548315,Royal Challengers Bangalore,Kolkata Knight Riders,10-04-2012,Bangalore,2012,90,0,7,91,10,Kolkata Knight Riders,L Balaji
548314,Deccan Chargers,Mumbai Indians,09-04-2012,Visakhapatnam,2012,132,5,20,133,10,Mumbai Indians,RG Sharma
548313,Pune Warriors,Kings XI Punjab,08-04-2012,Pune,2012,73,2,16,68,7,Pune Warriors,MN Samuels
548312,Rajasthan Royals,Kolkata Knight Riders,08-04-2012,Jaipur,2012,190,8,15,109,9,Rajasthan Royals,BJ Hodge
548311,Deccan Chargers,Chennai Super Kings,07-04-2012,Visakhapatnam,2012,193,2,9,197,6,Chennai Super Kings,RA Jadeja
548310,Royal Challengers Bangalore,Delhi Daredevils,07-04-2012,Bangalore,2012,114,4,13,75,4,Royal Challengers Bangalore,AB de Villiers
548309,Rajasthan Royals,Kings XI Punjab,06-04-2012,Jaipur,2012,157,10,9,84,3,Rajasthan Royals,AM Rahane
548308,Mumbai Indians,Pune Warriors,06-04-2012,Mumbai,2012,148,8,17,149,7,Pune Warriors,SPD Smith
548307,Kolkata Knight Riders,Delhi Daredevils,05-04-2012,Kolkata,2012,214,1,17,217,1,Delhi Daredevils,IK Pathan
548306,Chennai Super Kings,Mumbai Indians,04-04-2012,Chennai,2012,129,1,16,131,0,Mumbai Indians,RE Levi
501271,Chennai Super Kings,Royal Challengers Bangalore,28-05-2011,Chennai,2011,155,10,12,125,2,Chennai Super Kings,M Vijay
501270,Royal Challengers Bangalore,Mumbai Indians,27-05-2011,Chennai,2011,176,3,7,120,10,Royal Challengers Bangalore,CH Gayle
501269,Mumbai Indians,Kolkata Knight Riders,25-05-2011,Mumbai,2011,191,6,17,88,1,Mumbai Indians,MM Patel
501268,Royal Challengers Bangalore,Chennai Super Kings,24-05-2011,Mumbai,2011,110,4,8,114,7,Chennai Super Kings,SK Raina
501267,Kolkata Knight Riders,Mumbai Indians,22-05-2011,Kolkata,2011,110,4,7,114,1,Mumbai Indians,JEC Franklin
501266,Royal Challengers Bangalore,Chennai Super Kings,22-05-2011,Bangalore,2011,138,3,11,99,8,Royal Challengers Bangalore,CH Gayle
501265,Delhi Daredevils,Pune Warriors,21-05-2011,Delhi,2011,143,2,7,147,9,NA,NA
501264,Kings XI Punjab,Deccan Chargers,21-05-2011,Dharamsala,2011,166,1,20,171,2,Deccan Chargers,S Dhawan
501263,Mumbai Indians,Rajasthan Royals,20-05-2011,Mumbai,2011,162,0,12,165,6,Rajasthan Royals,SR Watson
501262,Pune Warriors,Kolkata Knight Riders,19-05-2011,Mumbai,2011,150,9,18,151,3,Kolkata Knight Riders,YK Pathan
501261,Chennai Super Kings,Kochi Tuskers Kerala,18-05-2011,Chennai,2011,83,0,9,72,10,Chennai Super Kings,WP Saha
501260,Kings XI Punjab,Royal Challengers Bangalore,17-05-2011,Dharamsala,2011,118,10,10,101,10,Kings XI Punjab,AC Gilchrist
501259,Pune Warriors,Deccan Chargers,16-05-2011,Mumbai,2011,130,4,14,131,0,Deccan Chargers,A Mishra
501258,Kochi Tuskers Kerala,Rajasthan Royals,15-05-2011,Indore,2011,213,5,15,182,8,Kochi Tuskers Kerala,BJ Hodge
501257,Kings XI Punjab,Delhi Daredevils,15-05-2011,Dharamsala,2011,150,0,16,89,6,Kings XI Punjab,PP Chawla
501255,Royal Challengers Bangalore,Kolkata Knight Riders,14-05-2011,Bangalore,2011,178,9,11,89,8,Royal Challengers Bangalore,CH Gayle
501256,Mumbai Indians,Deccan Chargers,14-05-2011,Mumbai,2011,114,4,19,116,2,Deccan Chargers,A Mishra
501254,Kochi Tuskers Kerala,Kings XI Punjab,13-05-2011,Indore,2011,98,3,20,102,7,Kings XI Punjab,KD Karthik
501253,Chennai Super Kings,Delhi Daredevils,12-05-2011,Chennai,2011,164,6,17,80,3,Chennai Super Kings,MS Dhoni
501252,Rajasthan Royals,Royal Challengers Bangalore,11-05-2011,Jaipur,2011,114,7,7,117,3,Royal Challengers Bangalore,S Aravind
501251,Kings XI Punjab,Mumbai Indians,10-05-2011,Chandigarh,2011,201,2,10,76,9,Kings XI Punjab,BA Bhatt
501250,Deccan Chargers,Pune Warriors,10-05-2011,Hyderabad,2011,194,4,16,199,5,Pune Warriors,MR Marsh
501249,Rajasthan Royals,Chennai Super Kings,09-05-2011,Jaipur,2011,136,10,15,141,8,Chennai Super Kings,M Vijay
501248,Kings XI Punjab,Pune Warriors,08-05-2011,Chandigarh,2011,194,10,12,196,2,Pune Warriors,R Sharma
501247,Royal Challengers Bangalore,Kochi Tuskers Kerala,08-05-2011,Bangalore,2011,114,3,14,69,4,Royal Challengers Bangalore,CH Gayle
501246,Mumbai Indians,Delhi Daredevils,07-05-2011,Mumbai,2011,117,7,19,87,4,Mumbai Indians,AT Rayudu
501245,Kolkata Knight Riders,Chennai Super Kings,07-05-2011,Kolkata,2011,114,2,16,70,4,Kolkata Knight Riders,Iqbal Abdulla
501244,Royal Challengers Bangalore,Kings XI Punjab,06-05-2011,Bangalore,2011,85,1,7,82,6,Royal Challengers Bangalore,CH Gayle
501243,Deccan Chargers,Delhi Daredevils,05-05-2011,Hyderabad,2011,143,10,9,148,8,Delhi Daredevils,V Sehwag
501242,Kochi Tuskers Kerala,Kolkata Knight Riders,05-05-2011,Kochi,2011,176,5,16,95,10,Kochi Tuskers Kerala,BJ Hodge
501241,Pune Warriors,Mumbai Indians,04-05-2011,Mumbai,2011,135,5,9,138,0,Mumbai Indians,R Sharma
501240,Chennai Super Kings,Rajasthan Royals,04-05-2011,Chennai,2011,173,10,12,95,0,Chennai Super Kings,MEK Hussey
501239,Deccan Chargers,Kolkata Knight Riders,03-05-2011,Hyderabad,2011,98,10,13,103,5,Kolkata Knight Riders,YK Pathan
501238,Delhi Daredevils,Kochi Tuskers Kerala,02-05-2011,Delhi,2011,70,4,19,73,5,Kochi Tuskers Kerala,P Parameswaran
501237,Mumbai Indians,Kings XI Punjab,02-05-2011,Mumbai,2011,152,8,18,101,4,Mumbai Indians,KA Pollard
501235,Rajasthan Royals,Pune Warriors,01-05-2011,Jaipur,2011,146,2,15,84,9,Rajasthan Royals,LRPL Taylor
501236,Chennai Super Kings,Deccan Chargers,01-05-2011,Chennai,2011,122,4,20,78,2,Chennai Super Kings,JA Morkel
501233,Kochi Tuskers Kerala,Delhi Daredevils,30-04-2011,Kochi,2011,92,6,19,93,8,Delhi Daredevils,V Sehwag
501234,Kolkata Knight Riders,Kings XI Punjab,30-04-2011,Kolkata,2011,112,9,16,76,8,Kolkata Knight Riders,Iqbal Abdulla
501232,Royal Challengers Bangalore,Pune Warriors,29-04-2011,Bangalore,2011,202,3,11,126,4,Royal Challengers Bangalore,V Kohli
501231,Rajasthan Royals,Mumbai Indians,29-04-2011,Jaipur,2011,79,1,9,77,10,Rajasthan Royals,J Botha
501230,Delhi Daredevils,Kolkata Knight Riders,28-04-2011,Delhi,2011,93,2,8,96,4,Kolkata Knight Riders,MK Tiwary
501228,Pune Warriors,Chennai Super Kings,27-04-2011,Mumbai,2011,210,6,8,215,2,Chennai Super Kings,DE Bollinger
501229,Kochi Tuskers Kerala,Deccan Chargers,27-04-2011,Kochi,2011,79,9,7,82,2,Deccan Chargers,I Sharma
501227,Delhi Daredevils,Royal Challengers Bangalore,26-04-2011,Delhi,2011,148,10,9,152,8,Royal Challengers Bangalore,V Kohli
501226,Chennai Super Kings,Pune Warriors,25-04-2011,Chennai,2011,215,3,11,201,10,Chennai Super Kings,MEK Hussey
501225,Rajasthan Royals,Kochi Tuskers Kerala,24-04-2011,Jaipur,2011,183,6,8,125,8,Rajasthan Royals,SK Warne
501224,Deccan Chargers,Mumbai Indians,24-04-2011,Hyderabad,2011,69,3,19,72,6,Mumbai Indians,SL Malinga
501223,Delhi Daredevils,Kings XI Punjab,23-04-2011,Delhi,2011,204,0,13,165,10,Delhi Daredevils,DA Warner
501222,Kolkata Knight Riders,Royal Challengers Bangalore,22-04-2011,Kolkata,2011,139,0,20,141,4,Royal Challengers Bangalore,CH Gayle
501221,Mumbai Indians,Chennai Super Kings,22-04-2011,Mumbai,2011,76,1,12,74,3,Mumbai Indians,Harbhajan Singh
501220,Kings XI Punjab,Rajasthan Royals,21-04-2011,Chandigarh,2011,179,3,17,122,7,Kings XI Punjab,SE Marsh
501218,Mumbai Indians,Pune Warriors,20-04-2011,Mumbai,2011,179,10,7,155,0,Mumbai Indians,MM Patel
501219,Kolkata Knight Riders,Kochi Tuskers Kerala,20-04-2011,Kolkata,2011,181,5,19,184,2,Kochi Tuskers Kerala,DPMD Jayawardene
501216,Delhi Daredevils,Deccan Chargers,19-04-2011,Delhi,2011,197,8,14,202,9,Deccan Chargers,S Sohal
501215,Kochi Tuskers Kerala,Chennai Super Kings,18-04-2011,Kochi,2011,135,8,19,95,4,Kochi Tuskers Kerala,BB McCullum
501214,Kolkata Knight Riders,Rajasthan Royals,17-04-2011,Kolkata,2011,186,3,13,124,4,Kolkata Knight Riders,L Balaji
501213,Pune Warriors,Delhi Daredevils,17-04-2011,Mumbai,2011,119,4,11,121,0,Delhi Daredevils,Yuvraj Singh
501212,Deccan Chargers,Kings XI Punjab,16-04-2011,Hyderabad,2011,202,0,12,205,6,Kings XI Punjab,PC Valthaty
501211,Chennai Super Kings,Royal Challengers Bangalore,16-04-2011,Chennai,2011,79,3,11,76,8,Chennai Super Kings,MEK Hussey
501210,Mumbai Indians,Kochi Tuskers Kerala,15-04-2011,Mumbai,2011,70,6,14,72,0,Kochi Tuskers Kerala,BB McCullum
501209,Rajasthan Royals,Kolkata Knight Riders,15-04-2011,Jaipur,2011,75,3,16,79,8,Kolkata Knight Riders,G Gambhir
501208,Deccan Chargers,Royal Challengers Bangalore,14-04-2011,Hyderabad,2011,165,7,13,92,5,Deccan Chargers,DW Steyn
501207,Pune Warriors,Kochi Tuskers Kerala,13-04-2011,Mumbai,2011,186,4,7,125,7,Pune Warriors,MD Mishra
501206,Kings XI Punjab,Chennai Super Kings,13-04-2011,Chandigarh,2011,196,2,16,69,2,Kings XI Punjab,PC Valthaty
501204,Rajasthan Royals,Delhi Daredevils,12-04-2011,Jaipur,2011,122,10,7,72,6,Rajasthan Royals,SK Warne
501205,Royal Challengers Bangalore,Mumbai Indians,12-04-2011,Bangalore,2011,204,1,18,208,8,Mumbai Indians,SR Tendulkar
501203,Kolkata Knight Riders,Deccan Chargers,11-04-2011,Kolkata,2011,78,3,9,73,7,Kolkata Knight Riders,JH Kallis
501202,Pune Warriors,Kings XI Punjab,10-04-2011,Mumbai,2011,162,4,16,82,6,Pune Warriors,SB Wagh
501201,Delhi Daredevils,Mumbai Indians,10-04-2011,Delhi,2011,71,3,19,74,8,Mumbai Indians,SL Malinga
501200,Kochi Tuskers Kerala,Royal Challengers Bangalore,09-04-2011,Kochi,2011,103,0,8,105,7,Royal Challengers Bangalore,AB de Villiers
501199,Deccan Chargers,Rajasthan Royals,09-04-2011,Hyderabad,2011,205,2,11,208,8,Rajasthan Royals,SK Trivedi
501198,Chennai Super Kings,Kolkata Knight Riders,08-04-2011,Chennai,2011,155,10,20,105,9,Chennai Super Kings,S Anirudha
419165,Chennai Super Kings,Mumbai Indians,25-04-2010,Mumbai,2009/10,211,7,15,144,8,Chennai Super Kings,SK Raina
419164,Royal Challengers Bangalore,Deccan Chargers,24-04-2010,Mumbai,2009/10,218,3,8,75,9,Royal Challengers Bangalore,A Kumble
419163,Chennai Super Kings,Deccan Chargers,22-04-2010,Mumbai,2009/10,213,1,15,114,8,Chennai Super Kings,DE Bollinger
419162,Royal Challengers Bangalore,Mumbai Indians,21-04-2010,Mumbai,2009/10,188,2,16,193,1,Mumbai Indians,KA Pollard
419161,Kolkata Knight Riders,Mumbai Indians,19-04-2010,Kolkata,2009/10,96,3,14,92,0,Kolkata Knight Riders,M Kartik
419160,Delhi Daredevils,Deccan Chargers,18-04-2010,Delhi,2009/10,122,7,8,127,9,Deccan Chargers,A Symonds
419159,Kings XI Punjab,Chennai Super Kings,18-04-2010,Dharamsala,2009/10,134,2,8,137,7,Chennai Super Kings,MS Dhoni
419158,Kolkata Knight Riders,Rajasthan Royals,17-04-2010,Kolkata,2009/10,198,8,13,76,10,Kolkata Knight Riders,JD Unadkat
419157,Royal Challengers Bangalore,Mumbai Indians,17-04-2010,Bangalore,2009/10,126,4,12,128,2,Mumbai Indians,R McLaren
419156,Kings XI Punjab,Deccan Chargers,16-04-2010,Dharamsala,2009/10,123,5,16,126,7,Deccan Chargers,RG Sharma
419155,Chennai Super Kings,Delhi Daredevils,15-04-2010,Chennai,2009/10,178,3,20,180,3,Delhi Daredevils,G Gambhir
419154,Rajasthan Royals,Royal Challengers Bangalore,14-04-2010,Jaipur,2009/10,209,2,17,212,7,Royal Challengers Bangalore,KP Pietersen
419153,Chennai Super Kings,Kolkata Knight Riders,13-04-2010,Chennai,2009/10,175,4,10,110,3,Chennai Super Kings,R Ashwin
419152,Mumbai Indians,Delhi Daredevils,13-04-2010,Mumbai,2009/10,126,6,19,69,4,Mumbai Indians,KA Pollard
419151,Deccan Chargers,Royal Challengers Bangalore,12-04-2010,Nagpur,2009/10,91,1,13,86,4,Deccan Chargers,Harmeet Singh
419150,Rajasthan Royals,Mumbai Indians,11-04-2010,Jaipur,2009/10,197,9,16,201,4,Mumbai Indians,SR Tendulkar
419149,Delhi Daredevils,Kings XI Punjab,11-04-2010,Delhi,2009/10,119,9,14,121,2,Kings XI Punjab,PP Chawla
419148,Royal Challengers Bangalore,Kolkata Knight Riders,10-04-2010,Bangalore,2009/10,207,7,17,108,8,Royal Challengers Bangalore,R Vinay Kumar
419147,Deccan Chargers,Chennai Super Kings,10-04-2010,Nagpur,2009/10,204,9,18,165,9,Deccan Chargers,RJ Harris
419146,Kings XI Punjab,Mumbai Indians,09-04-2010,Chandigarh,2009/10,119,0,9,108,8,Kings XI Punjab,KC Sangakkara
419145,Royal Challengers Bangalore,Deccan Chargers,08-04-2010,Bangalore,2009/10,131,2,19,135,9,Deccan Chargers,TL Suman
419144,Kolkata Knight Riders,Delhi Daredevils,07-04-2010,Kolkata,2009/10,186,2,11,121,10,Kolkata Knight Riders,SC Ganguly
419143,Rajasthan Royals,Kings XI Punjab,07-04-2010,Jaipur,2009/10,121,10,16,69,2,Rajasthan Royals,MJ Lumb
419142,Chennai Super Kings,Mumbai Indians,06-04-2010,Chennai,2009/10,170,2,15,93,9,Chennai Super Kings,SK Raina
419141,Deccan Chargers,Rajasthan Royals,05-04-2010,Nagpur,2009/10,159,1,16,161,7,Rajasthan Royals,SK Warne
419139,Kolkata Knight Riders,Kings XI Punjab,04-04-2010,Kolkata,2009/10,176,5,18,177,5,Kings XI Punjab,DPMD Jayawardene
419140,Delhi Daredevils,Royal Challengers Bangalore,04-04-2010,Delhi,2009/10,75,4,15,70,0,Delhi Daredevils,PD Collingwood
419138,Mumbai Indians,Deccan Chargers,03-04-2010,Mumbai,2009/10,178,7,16,70,2,Mumbai Indians,AT Rayudu
419137,Chennai Super Kings,Rajasthan Royals,03-04-2010,Chennai,2009/10,118,5,11,73,2,Chennai Super Kings,M Vijay
419136,Kings XI Punjab,Royal Challengers Bangalore,02-04-2010,Chandigarh,2009/10,140,0,17,145,9,Royal Challengers Bangalore,KP Pietersen
419135,Kolkata Knight Riders,Deccan Chargers,01-04-2010,Kolkata,2009/10,133,0,12,86,4,Kolkata Knight Riders,SC Ganguly
419134,Delhi Daredevils,Rajasthan Royals,31-03-2010,Delhi,2009/10,124,10,20,119,2,Delhi Daredevils,KD Karthik
419133,Chennai Super Kings,Royal Challengers Bangalore,31-03-2010,Chennai,2009/10,172,9,10,84,7,Chennai Super Kings,M Vijay
